description,code
"['bösartig', 'Neubildung', 'sonstig', 'ungenau', 'bezeichnet', 'Lokalisationen', 'Atmungs', 'System', 'sonstig', 'intrat', 'horakaler', 'Organ']",C39
"['ober', 'Atemwege', 'Teil', 'nähern', 'bezeichnen']",C39.0
"['Atmungs', 'Organ', 'sonstig', 'intrat', 'horakale', 'Organ', 'mehrer', 'Teil', 'Bereich', 'über', 'lappen']",C39.8
"['Ungenau', 'bezeichnen', 'Lokalisationen', 'Atmungs', 'System']",C39.9
"['Cataracta', 'senilis']",H25
"['Cataracta', 'senilis', 'incipiens']",H25.0
"['Cataracta', 'nuclearis', 'senilis']",H25.1
"['Cataracta', 'senilis', 'Morgagni-', 'Typ']",H25.2
"['Sonstige', 'senil', 'Katar', 'Akt', 'Form', 'Katarakt', 'Aktformen']",H25.8
"['Senile', 'Katarakt', 'nähern', 'bezeichnen']",H25.9
"['Sonstige', 'Katar', 'Akt', 'Form', 'Katarakt', 'Aktformen']",H26
"['Infantile', 'juvenile', 'präsenile', 'Katarakt']",H26.0
"['Cataracta', 'traumatica']",H26.1
"['Cataracta', 'complicata']",H26.2
"['Arznei', 'Mittel', 'induziert', 'Arzneimittel', 'Mittelinduzierte', 'Katarakt']",H26.3
"['Cataracta', 'secundaria']",H26.4
"['Sonstige', 'nähern', 'bezeichnen', 'Katar', 'Akt', 'Form', 'Katarakt', 'Aktformen']",H26.8
"['Katarakt', 'nähern', 'bezeichnen']",H26.9
"['Sonstige', 'Affektionen', 'Linse']",H27
['Aphakie'],H27.0
"['Luxation', 'Linse']",H27.1
"['Sonstige', 'nähern', 'bezeichnen', 'Affektionen', 'Linse']",H27.8
"['Affektion', 'Linse', 'nähern', 'bezeichnen']",H27.9
"['Katarakt', 'sonstig', 'Affektionen', 'Linse', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",H28
"['Diabe', 'Tisch', 'Katarakt', '(', 'Stelle', '.3']",H28.0
"['Katarakt', 'sonstig', 'endokrinen', 'Ernährungs-', 'Stoff', 'Wechsel', 'Krankheit', 'Stoffwechsel', 'Wechselkrankheiten']",H28.1
"['Katarakt', 'sonstig', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",H28.2
"['Sonstige', 'Affektionen', 'Linse', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",H28.8
"['Kontakt', 'Exposition', 'über', 'trag', 'bar', 'übertrag', 'tragbar', 'Krank', 'Heiten']",Z20
"['Kontakt', 'Exposition', 'infektiös', 'Darm', 'Krankheit']",Z20.0
"['Kontakt', 'Exposition', 'Tuber', 'Kulose']",Z20.1
"['Kontakt', 'Exposition', 'Infektion', 'vorwiegen', 'Geschlecht', 'Verkehr', 'über', 'tragen']",Z20.2
"['Kontakt', 'Exposition', 'Tollwut']",Z20.3
"['Kontakt', 'Exposition', 'Röteln']",Z20.4
"['Kontakt', 'Exposition', 'Virushepatitis']",Z20.5
"['Kontakt', 'Exposition', 'HIV', '[', 'Immun', 'De', 'Fizienz-', 'Virus', 'Immunde', 'Defizienz-', 'Fizienz-virus']",Z20.6
"['Kontakt', 'Exposition', 'Pedikulose', '[', 'Akarinose', '[', 'Parasit', 'Befall']",Z20.7
"['Kontakt', 'Exposition', 'sonstig', 'über', 'trag', 'bar', 'übertrag', 'tragbar', 'Krank', 'Heiten']",Z20.8
"['Kontakt', 'Exposition', 'nähern', 'bezeichnet', 'über', 'tragbar', 'Krankheit']",Z20.9
"['Asymptoma', 'Tisch', 'HIV-', 'Infektion', '[', 'Immun', 'De', 'Fizienz-', 'Virus', 'In', 'Fektion', 'Immunde', 'Defizienz-', 'Fizienz-virus', 'Virusin', 'Infektion']",Z21
"['Keim', 'Träger', 'Infektions', 'Krankheit']",Z22
"['Keim', 'Träger', 'Typhus', 'abdominalis']",Z22.0
"['Keim', 'Träger', 'ander', 'infektiös', 'Darm', 'Krankheit']",Z22.1
"['Keim', 'Träger', 'Diph', 'Therie']",Z22.2
"['Keim', 'Träger', 'ander', 'nähern', 'bezeichnet', 'bakteriell', 'Krank', 'Heiten']",Z22.3
"['Keim', 'Träger', 'Infektions', 'Krankheit', 'vorwiegen', 'Geschlecht', 'Verkehr', 'über', 'tragen']",Z22.4
"['Keim', 'Träger', 'human', 'T-', 'Zell', '-', 'lympho', 'troper', 'T-Zell', 'Zell-', '-lympho', 'lymphotroper', 'Virus', 'Krankheit', 'Typ', 'I', '[']",Z22.6
"['latent', 'Tuber', 'Kulose']",Z22.7
"['Keim', 'Träger', 'sonstig', 'Infektions', 'Krankheit']",Z22.8
"['Keim', 'Träger', 'Infektions', 'Krankheit', 'nähern', 'bezeichnen']",Z22.9
"['Notwendigkeit', 'Impfung', '[', 'einzelne', 'bakterielle', 'Krank', 'Heiten']",Z23
"['Notwendigkeit', 'Impfung', 'Cholera', 'kombinieren']",Z23.0
"['Notwendigkeit', 'Impfung', 'Typhus-', 'Paratyphus', '[', 'kombinieren']",Z23.1
"['Notwendigkeit', 'Impfung', 'Tuber', 'Kulose', '[']",Z23.2
"['Notwendigkeit', 'Impfung', 'Pest']",Z23.3
"['Notwendigkeit', 'Impfung', 'Tularämie']",Z23.4
"['Notwendigkeit', 'Impfung', 'Tetanus', 'kombinieren']",Z23.5
"['Notwendigkeit', 'Impfung', 'Diphtherie', 'kombinieren']",Z23.6
"['Notwendigkeit', 'Impfung', 'Keuch', 'Husten', '[', 'kombinieren']",Z23.7
"['Notwendigkeit', 'Impfung', 'sonstig', 'einzelne', 'bakterielle', 'Krank', 'Heiten']",Z23.8
"['Notwendigkeit', 'Impfung', '[', 'bestimmen', 'einzelne', 'Virus', 'Krankheit']",Z24
"['Notwendigkeit', 'Impfung', 'Poliomyelitis']",Z24.0
"['Notwendigkeit', 'Impfung', 'Virusen', 'Zephalitis', 'Arthropoden', 'über', 'tragen']",Z24.1
"['Notwendigkeit', 'Impfung', 'Tollwut']",Z24.2
"['Notwendigkeit', 'Impfung', 'Gelb', 'Fieber']",Z24.3
"['Notwendigkeit', 'Impfung', 'Masern', 'kombinieren']",Z24.4
"['Notwendigkeit', 'Impfung', 'Röteln', 'kombinieren']",Z24.5
"['Notwendigkeit', 'Impfung', 'Virushepatitis']",Z24.6
"['Notwendigkeit', 'Impfung', '[', 'einzelne', 'Virus', 'Krankheit']",Z25
"['Notwendigkeit', 'Impfung', 'Mumps', 'kombinieren']",Z25.0
"['Notwendigkeit', 'Impfung', 'Grippe', '[']",Z25.1
"['Notwendigkeit', 'Impfung', 'sonstig', 'nähern', 'bezeichnen', 'einzelne', 'Virus', 'Krankheit']",Z25.8
"['Notwendigkeit', 'Impfung', '[', 'einzelne', 'Infektions', 'Krankheit']",Z26
"['Notwendigkeit', 'Impfung', 'Leishman', 'Iose']",Z26.0
"['Notwendigkeit', 'Impfung', 'sonstig', 'nähern', 'bezeichnen', 'einzelne', 'Infektions', 'Krankheit']",Z26.8
"['Notwendigkeit', 'Impfung', 'nähern', 'bezeichnen', 'Infektions', 'Krankheit']",Z26.9
"['Notwendigkeit', 'Impfung', '[', 'Kombi', 'Nation', 'Infektions', 'Krankheit']",Z27
"['Notwendigkeit', 'Impfung', 'Cholera', 'Typhus-', 'Paratyphus', '[']",Z27.0
"['Notwendigkeit', 'Impfung', 'Diphtherie-', 'Pertussis-', 'Tetanus', 'Diphtherie-pertussis-', 'Pertussis-tetanus', '[']",Z27.1
"['Notwendigkeit', 'Impfung', 'Diphtherie-', 'Pertussis-', 'Tetanus', 'Diphtherie-pertussis-', 'Pertussis-tetanus', 'Typhus-', 'Paratyphus', '[']",Z27.2
"['Notwendigkeit', 'Impfung', 'Diphtherie-', 'Pertussis-', 'Tetanus', 'Diphtherie-pertussis-', 'Pertussis-tetanus', 'Poliomyelitis', '[']",Z27.3
"['Notwendigkeit', 'Impfung', 'Masern-', 'Mumps', '-', 'Röteln', 'Masern-mumps', 'Mumps-', '-röteln', '[']",Z27.4
"['Notwendigkeit', 'Impfung', 'sonstig', 'Kombi', 'Nation', 'Infektions', 'Krankheit']",Z27.8
"['Notwendigkeit', 'Impfung', 'nähern', 'bezeichnen', 'Kombi', 'Nation', 'Infektions', 'Krankheit']",Z27.9
"['Nicht', 'durch', 'geführt', 'Impfung', '[']",Z28
"['Notwendigkeit', 'prophylak', 'tischen', 'Maßnahme']",Z29
"['Isolierung', 'prophylak', 'tische', 'Maßnahme']",Z29.0
"['Immun', 'Prophylaxe']",Z29.1
"['Sonstige', 'prophylak', 'tische', 'Chemo', 'Therapie']",Z29.2
"['Lokal', 'prophylak', 'tische', 'Chemo', 'Therapie']",Z29.20
"['Systemische', 'prophylak', 'tische', 'Chemo', 'Therapie']",Z29.21
['HIV-'],Z29.22
"['Sonstige', 'prophylak', 'tische', 'Chemo', 'Therapie']",Z29.28
"['Sonstige', 'nähern', 'bezeichnen', 'prophylak', 'tische', 'Maßnahme']",Z29.8
"['Prophylak', 'Tisch', 'Maßnahme', 'nähern', 'bezeichnen']",Z29.9
"['Krank', 'Heiten', 'infolge', 'Schädigung', 'tubulären', 'Niere', 'Funktion']",N25
"['Renale', 'Osteo', 'Dystrophie']",N25.0
"['Renaler', 'Diabetes', 'insipidus']",N25.1
"['Sonstige', 'Krank', 'Heiten', 'infolge', 'Schädigung', 'tubulären', 'Niere', 'Funktion']",N25.8
"['Krankheit', 'infolge', 'Schädigung', 'tubulären', 'Niere', 'Funktion', 'nähern', 'bezeichnen']",N25.9
"['Schrumpf', 'Niere', 'nähern', 'bezeichnen']",N26
"['Kleiner', 'Niere', 'unbekannt', 'Ursache']",N27
"['Kleiner', 'Niere', 'unbekannt', 'Ursache', 'einseitig']",N27.0
"['Kleiner', 'Niere', 'unbekannt', 'Ursache', 'beidseitig']",N27.1
"['Kleiner', 'Niere', 'unbekannt', 'Ursache', 'nähern', 'bezeichnen']",N27.9
"['Sonstige', 'Krank', 'Heiten', 'Niere', 'Ureters', 'ander', 'orts', 'klassifizieren']",N28
"['Ischämie', 'Infarkt', 'Niere']",N28.0
"['Zyste', 'Niere']",N28.1
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Niere', 'Ureters']",N28.8
"['Ruptur', 'Niere', 'Kelches', 'nicht', 'trauma', 'tisch', 'nichttrauma', 'traumatisch', '[']",N28.80
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Niere', 'Ureters']",N28.88
"['Krankheit', 'Niere', 'Ureters', 'nähern', 'bezeichnen']",N28.9
"['Sonstige', 'Krank', 'Heiten', 'Niere', 'Ureters', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",N29
"['Spätsyphilis', 'Niere', '(']",N29.0
"['Sonstige', 'Krank', 'Heiten', 'Niere', 'Ureters', 'ander', 'orts', 'klassifizieren', 'infektiös', 'parasitär', 'Krank', 'Heiten']",N29.1
"['Sonstige', 'Krank', 'Heiten', 'Niere', 'Ureters', 'sonstig', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",N29.8
"['Toxische', 'Wirkung', 'Alkohol']",T51
['Äthanol'],T51.0
['Methanol'],T51.1
"['2', '-propanol']",T51.2
['Fuselöl'],T51.3
"['Sonstige', 'Alkohol']",T51.8
"['Alkohol', 'nähern', 'bezeichnen']",T51.9
"['Toxische', 'Wirkung', 'organ', 'ischen', 'Lösungs', 'Mittel']",T52
"['Erdöl', 'Produkt']",T52.0
['Benzol'],T52.1
"['Benzol-', 'Homologe']",T52.2
['Glykole'],T52.3
['Ketone'],T52.4
"['Sonstige', 'organisch', 'Lösungs', 'Mittel']",T52.8
"['Organ', 'Isches', 'Lösungs', 'Mittel', 'nähern', 'bezeichnen']",T52.9
"['Toxische', 'Wirkung', 'halogen', 'ierten', 'alipha', 'tischen', 'aroma', 'tischen', 'Kohle', 'Wasser', 'Stoff', 'Kohlenwasser', 'Wasserstoffen']",T53
"['Tetra', 'Chlor', 'Kohle', 'Stoff', 'Tetrachlor', 'Chlorkohlen', 'Kohlenstoff']",T53.0
['Chloroform'],T53.1
"['Trich', 'Lorät', 'Hylen', 'Trichlorät', 'Loräthylen']",T53.2
"['Tetra', 'Chlorät', 'Hylen', 'Tetrachlorät', 'Chloräthylen']",T53.3
['Dichlormethan'],T53.4
"['Fluor', 'Chlor', 'Kohle', 'Wasser', 'Stoff', 'Fluorchlor', 'Chlorkohlen', 'Kohlenwasser', 'Wasserstoffe', '[']",T53.5
"['Sonstige', 'halogen', 'ierte', 'aliphatische', 'Kohle', 'Wasser', 'Stoff', 'Kohlenwasser', 'Wasserstoffe']",T53.6
"['Sonstige', 'halogen', 'ierte', 'aroma', 'tische', 'Kohle', 'Wasser', 'Stoff', 'Kohlenwasser', 'Wasserstoffe']",T53.7
"['Halogen', 'Ierte', 'aliphatische', 'aroma', 'tische', 'Kohle', 'Wasser', 'Stoff', 'Kohlenwasser', 'Wasserstoffe', 'nähern', 'bezeichnen']",T53.9
"['Toxische', 'Wirkung', 'ätzend', 'Substanz']",T54
"['Phenol', 'Homologe']",T54.0
"['Sonstige', 'ätzend', 'organisch', 'Verbindung']",T54.1
"['Ätzende', 'Säure', 'säure', 'ähnlich', 'Substanz']",T54.2
"['Ätz', 'Alkalien', 'alkali', 'ähnlich', 'Substanz']",T54.3
"['Ätzende', 'Substanz', 'nähern', 'bezeichnen']",T54.9
"['Toxische', 'Wirkung', 'Seife', 'Detergenzien']",T55
"['Toxische', 'Wirkung', 'Metall']",T56
"['Blei', 'Verbindung']",T56.0
"['Queck', 'Silber', 'Verbindung']",T56.1
"['Chrom', 'Verbindung']",T56.2
"['Kadmium', 'Verbindung']",T56.3
"['Kupfer', 'Verbindung']",T56.4
"['Zink', 'Verbindung']",T56.5
"['Zinn', 'Verbindung']",T56.6
"['Beryllium', 'Verbindung']",T56.7
"['Sonstige', 'Metall']",T56.8
"['Metall', 'nähern', 'bezeichnen']",T56.9
"['Toxische', 'Wirkung', 'sonstig', 'anorganisch', 'Substanz']",T57
"['Arsen', 'Verbindung']",T57.0
"['Phosphor', 'Verbindung']",T57.1
"['Mangan', 'Verbindung']",T57.2
"['Blau', 'Säure']",T57.3
"['Sonstige', 'nähern', 'bezeichnen', 'anorganische', 'Substanz']",T57.8
"['anorganisch', 'Substanz', 'nähern', 'bezeichnen']",T57.9
"['Toxische', 'Wirkung', 'Kohle', 'Monoxid']",T58
"['Toxische', 'Wirkung', 'sonstig', 'Gas', 'Dampf', 'sonstig', 'Rauches']",T59
['Stickstoffoxide'],T59.0
"['Schwefel', 'Dioxid']",T59.1
['Formaldehyd'],T59.2
"['Trän', 'Engas']",T59.3
['Chlorgas'],T59.4
"['Fluorgas', 'Fluor', 'Wasser', 'Stoff', 'Fluorwasser', 'Wasserstoff']",T59.5
"['Schwefel', 'Wasser', 'Stoff', 'Schwefelwasser', 'Wasserstoff']",T59.6
['Kohlendioxid'],T59.7
"['Sonstige', 'nähern', 'bezeichnen', 'Gas', 'Dampf', 'sonstig', 'nähern', 'bezeichnet', 'Rauch']",T59.8
"['Gas', 'Dampf', 'Rauch', 'nähern', 'bezeichnen']",T59.9
"['Toxische', 'Wirkung', 'Schädling', 'Bekämpf', 'Ungs', 'Mittel', 'Schädlingsbekämpf', 'Bekämpfungs', 'Ungsmitteln', '[']",T60
"['Organophosphat-', 'Carbamat-', 'Insektizid']",T60.0
"['Halogen', 'Ierte', 'Insektizid']",T60.1
"['Sonstige', 'nähern', 'bezeichnen', 'Insektizid']",T60.2
"['Herbizid', 'Fungizide']",T60.3
['Rodentizide'],T60.4
"['Sonstige', 'Schädling', 'Bekämpf', 'Ungs', 'Mittel', 'Schädlingsbekämpf', 'Bekämpfungs', 'Ungsmittel']",T60.8
"['Schädling', 'Bekämpf', 'Ungs', 'Mittel', 'Schädlingsbekämpf', 'Bekämpfungs', 'Ungsmittel', 'nähern', 'bezeichnen']",T60.9
"['Toxische', 'Wirkung', 'schädlich', 'Substanz', 'essbaren', 'Meerestieren', 'aufnehmen']",T61
"['Ciguatera-', 'Fisch', 'Vergiftung', 'Ciguatera-fisch', 'Fischvergiftung']",T61.0
"['Scombroid', '-', 'Fisch', 'Vergiftung', 'Scombroid-', '-fisch', 'Fischvergiftung']",T61.1
"['Sonstige', 'Vergiftung', 'Fisch', 'Schale', 'Tier']",T61.2
"['Toxische', 'Wirkung', 'sonstig', 'essbarer', 'Meerestiere']",T61.8
"['Toxische', 'Wirkung', 'nähern', 'bezeichnen', 'essbaren', 'Meerestieres']",T61.9
"['Toxische', 'Wirkung', 'sonstig', 'schädlich', 'Substanz', 'Nahrung', 'aufnehmen']",T62
"['verzehrt', 'Pilz']",T62.0
"['verzehrt', 'Beere']",T62.1
"['Sonstige', 'verzehren', 'Pflanze', 'Teil']",T62.2
"['Sonstige', 'nähern', 'bezeichnen', 'schädliche', 'Substanz', 'Nahrung', 'aufnehmen']",T62.8
"['schädlich', 'Substanz', 'Nahrung', 'aufnehmen', 'werden', 'nähern', 'bezeichnen']",T62.9
"['Toxische', 'Wirkung', 'Kontakt', 'giftig', 'Tier']",T63
"['Schlange', 'Gift']",T63.0
"['Gift', 'ander', 'Reptil']",T63.1
"['Skorpion', 'Gift']",T63.2
"['Spinne', 'Gift']",T63.3
"['Gift', 'sonstig', 'Arthropoden']",T63.4
"['Toxische', 'Wirkung', 'Kontakt', 'Fisch']",T63.5
"['Toxische', 'Wirkung', 'Kontakt', 'sonstig', 'Meerestieren']",T63.6
"['Toxische', 'Wirkung', 'Kontakt', 'sonstig', 'giftig', 'Tier']",T63.8
"['Toxische', 'Wirkung', 'Kontakt', 'nähern', 'bezeichnen', 'giftig', 'Tier']",T63.9
"['Toxische', 'Wirkung', 'Aflatoxin', 'sonstig', 'Mykotoxin', 'kontaminieren', 'Leben', 'Mittel']",T64
"['Toxische', 'Wirkung', 'sonstig', 'nähern', 'bezeichnet', 'Substanz']",T65
['Zyanide'],T65.0
"['Strychnin', 'Salz']",T65.1
"['Tabak', 'Nikotin']",T65.2
"['Nitro-', 'Aminoderivate', 'Benzol', 'Homo', 'Logen']",T65.3
"['Schwefel', 'Kohle', 'Stoff', 'Schwefelkohlen', 'Kohlenstoff']",T65.4
"['Glyzerol', 'Trinitrat', 'Sauer', 'Stoff', 'Säure', 'Sauerstoff', 'Stoffsäuren', 'Stick', 'Stoff', 'Ester']",T65.5
"['Farbe', 'Farb', 'Stoff', 'ander', 'orts', 'klassifizieren']",T65.6
"['Toxische', 'Wirkung', 'sonstig', 'nähern', 'bezeichnet', 'Substanz']",T65.8
"['Toxische', 'Wirkung', 'nähern', 'bezeichnen', 'Substanz']",T65.9
"['Nystagmus', 'sonstig', 'abnorm', 'Auge', 'Bewegung']",H55
"['Sonstige', 'Affektionen', 'Auge', 'Auge', 'Anhang', 'Gebilde', 'Augenanhangs', 'Anhangsgebilde']",H57
"['Pupille', 'Funktions', 'Störung', 'Pupillenfunktions', 'Funktionsstörungen']",H57.0
"['Auge', 'Schmerz']",H57.1
"['Sonstige', 'nähern', 'bezeichnen', 'Affektionen', 'Auge', 'Auge', 'Anhang', 'Gebilde', 'Augenanhangs', 'Anhangsgebilde']",H57.8
"['Affektion', 'Auge', 'Auge', 'Anhang', 'Gebilde', 'Augenanhangs', 'Anhangsgebilde', 'nähern', 'bezeichnen']",H57.9
"['Sonstige', 'Affektionen', 'Auge', 'Auge', 'Anhang', 'Gebilde', 'Augenanhangs', 'Anhangsgebilde', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",H58
"['Anomalien', 'Pupille', 'Reaktion', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",H58.0
"['Sehstörungen', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",H58.1
"['Beteiligung', 'Auge', 'Auge', 'Anhang', 'Gebilde', 'Augenanhangs', 'Anhangsgebilde', 'chronisch', 'Graft', '-versus', '-', 'Host', '-', 'Graft-versus', '-versus-', '-Host', 'Host-']",H58.2
"['Stadium', '1', 'chronisch', 'Auge', '-', '(', 'T86.06']",H58.21
"['Stadium', '2', 'chronisch', 'Auge', '-', '(']",H58.22
"['Stadium', '3', 'chronisch', 'Auge', '-', '(']",H58.23
"['Sonstige', 'nähern', 'bezeichnen', 'Affektionen', 'Auge', 'Auge', 'Anhang', 'Gebilde', 'Augenanhangs', 'Anhangsgebilde', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",H58.8
"['Affektionen', 'Auge', 'Auge', 'Anhang', 'Gebilde', 'Augenanhangs', 'Anhangsgebilde', 'medizinisch', 'Maßnahme', 'ander', 'orts', 'klassifizieren']",H59
"['Keratopathie', '(', 'Katar', 'Akt', 'Extraktion', 'Katarakt', 'Aktextraktion']",H59.0
"['Sonstige', 'Affektionen', 'Auge', 'Auge', 'Anhang', 'Gebilde', 'Augenanhangs', 'Anhangsgebilde', 'medizinisch', 'Maßnahme']",H59.8
"['Affektion', 'Auge', 'Auge', 'Anhang', 'Gebilde', 'Augenanhangs', 'Anhangsgebilde', 'medizinisch', 'Maßnahme', 'nähern', 'bezeichnen']",H59.9
"['Niere', 'Agenesie', 'sonstig', 'Reduktions', 'Defekte', 'Niere']",Q60
"['Niere', 'Agenesie', 'einseitig']",Q60.0
"['Niere', 'Agenesie', 'beidseitig']",Q60.1
"['Niere', 'Agenesie', 'nähern', 'bezeichnen']",Q60.2
"['Niere', 'Hypoplasie', 'einseitig']",Q60.3
"['Niere', 'Hypoplasie', 'beidseitig']",Q60.4
"['Niere', 'Hypoplasie', 'nähern', 'bezeichnen']",Q60.5
"['Potter-', 'Syndrom']",Q60.6
"['Zystische', 'Niere', 'Krank', 'Heit', 'Nierenkrank', 'Krankheit']",Q61
"['Angeborene', 'solitäre', 'Niere', 'Zyste']",Q61.0
"['Polyzy', 'S', 'Tisch', 'Polyzys', 'Stische', 'Niere', 'autosomal', '-rezessiv']",Q61.1
"['Polyzy', 'S', 'Tisch', 'Polyzys', 'Stische', 'Niere', 'autosomal', '-dominant']",Q61.2
"['Polyzy', 'S', 'Tisch', 'Polyzys', 'Stische', 'Niere', 'nähern', 'bezeichnen']",Q61.3
"['Niere', 'Dysplasie']",Q61.4
"['Medulläre', 'Zyste', 'Niere']",Q61.5
"['Sonstige', 'zystische', 'Niere', 'Krankheit']",Q61.8
"['Zystische', 'Niere', 'Krankheit', 'nähern', 'bezeichnen']",Q61.9
"['Angeborene', 'obstruktive', 'Defekte', 'Niere', 'Becken', 'angeboren', 'Fehl', 'Bild', 'Ungen', 'Fehlbild', 'Bildung', 'Ureters']",Q62
"['Angeborene', 'Hydro', 'Nephrose']",Q62.0
"['Atresie', '(', 'Stenose', 'Ureters']",Q62.1
"['Angeborener', 'Megaureter']",Q62.2
"['Sonstige', '(', 'obstruktive', 'Defekte', 'Niere', 'Becken', 'Ureters']",Q62.3
"['Agenesie', 'Ureters']",Q62.4
"['Duplikatur', 'Ureters']",Q62.5
"['Lage', 'Anomalie', 'Ureters']",Q62.6
"['Angeborener', 'vesiko', '-uretero-', 'renaler', 'vesiko-uretero-', '-uretero-renaler', 'Reflux']",Q62.7
"['Sonstige', 'angeboren', 'Fehl', 'Bild', 'Ungen', 'Fehlbild', 'Bildung', 'Ureters']",Q62.8
"['Sonstige', 'angeboren', 'Fehl', 'Bild', 'Ungen', 'Fehlbild', 'Bildung', 'Niere']",Q63
"['Akzessorische', 'Niere']",Q63.0
"['Gelappte', 'Niere', 'versch', 'molzene', 'Niere', 'Hufeisen', 'Niere']",Q63.1
"['Ektope', 'Niere']",Q63.2
"['Hyper', 'Plas', 'Tisch', 'Hyperplas', 'plastisch', 'Niere', 'Riese', 'Niere']",Q63.3
"['Sonstige', 'nähern', 'bezeichnen', 'angeboren', 'Fehl', 'Bild', 'Ungen', 'Fehlbild', 'Bildung', 'Niere']",Q63.8
"['Angeborene', 'Fehl', 'Bildung', 'Niere', 'nähern', 'bezeichnen']",Q63.9
"['Sonstige', 'angeboren', 'Fehl', 'Bild', 'Ungen', 'Fehlbild', 'Bildung', 'Harn', 'System']",Q64
['Epispadie'],Q64.0
"['Ekstrophie', 'Harnblase']",Q64.1
"['Angeborene', 'Urethral', 'Klappen', 'hinter', 'Teil', 'Harn', 'Röhre']",Q64.2
"['Sonstige', 'Atresie', '(', 'Stenose', 'Urethra', 'Harn', 'Blase', 'Hals', 'Harnblase', 'Blasenhalses']",Q64.3
"['Fehl', 'Bildung', 'Urachus']",Q64.4
"['Angeborenes', 'Fehlen', 'Harnblase', 'Urethra']",Q64.5
"['Angeborenes', 'Divertikel', 'Harnblase']",Q64.6
"['Sonstige', 'angeboren', 'Fehl', 'Bild', 'Ungen', 'Fehlbild', 'Bildung', 'Harnblase', 'Urethra']",Q64.7
"['Sonstige', 'nähern', 'bezeichnen', 'angeboren', 'Fehl', 'Bild', 'Ungen', 'Fehlbild', 'Bildung', 'Harn', 'System']",Q64.8
"['Angeborene', 'Fehl', 'Bildung', 'Harn', 'System', 'nähern', 'bezeichnen']",Q64.9
['Epilepsie'],G40
"['Lokalisations', 'Bezogene', '(', '(', 'idio', 'pathische', 'Epilepsie', 'epileptische', 'Syndrome', 'fokal', 'beginn', 'enden', 'Anfall']",G40.0
"['Pseudo-', 'Lennox', '-', 'Syndrom', 'Pseudo-lennox', 'Lennox-', '-syndrom']",G40.00
"['CSWS', '[', 'spikes', 'and', 'waves', 'during', 'slow-wave', 'sleep']",G40.01
"['Benigne', 'psycho', 'motor', 'ische', 'psychomotor', 'motorische', 'Epilepsie', '[', 'fits']",G40.02
"['Sonstige', 'lokalis', 'ations', 'bezogen', 'lokalisations', 'ationsbezogene', '(', '(', 'idio', 'pathische', 'Epilepsie', 'epileptische', 'Syndrome', 'fokal', 'beginn', 'enden', 'Anfall']",G40.08
"['Lokalisations', 'Bezogene', '(', '(', 'idio', 'pathische', 'Epilepsie', 'epileptische', 'Syndrome', 'fokal', 'beginn', 'enden', 'Anfall', 'nähern', 'bezeichnen']",G40.09
"['Lokalisations', 'Bezogene', '(', '(', 'symptomat', 'ische', 'Epilepsie', 'epileptische', 'Syndrome', 'einfach', 'fokalen', 'Anfall']",G40.1
"['Lokalisations', 'Bezogene', '(', '(', 'symptomat', 'ische', 'Epilepsie', 'epileptische', 'Syndrome', 'komplex', 'fokalen', 'Anfall']",G40.2
"['General', 'Isierte', 'idio', 'pathische', 'Epilepsie', 'epileptische', 'Syndrome']",G40.3
"['Sonstige', 'general', 'isierte', 'Epilepsie', 'epileptische', 'Syndrome']",G40.4
"['speziell', 'epileptische', 'Syndrome']",G40.5
"['Grand', '-', 'Mal', '-', 'Grand-', '-mal', 'Mal-', 'nähern', 'bezeichnen', '(', 'Petit', '-']",G40.6
"['Petit', '-', 'Mal', '-', 'Anfall', 'Petit-', '-mal', 'Mal-', '-anfälle', 'nähern', 'bezeichnen', 'Grand', '-mal', '-', 'Grand-mal', '-mal-']",G40.7
"['Sonstige', 'Epilepsie']",G40.8
"['Epilepsie', 'nähern', 'bezeichnen']",G40.9
"['Status', 'epilepticus']",G41
"['Grand', '-mal', '-', 'Grand-mal', '-mal-']",G41.0
"['Petit', '-', 'Mal', '-', 'Petit-', '-mal', 'Mal-']",G41.1
"['Status', 'epilepticus', 'komplex', 'fokalen', 'Anfall']",G41.2
"['Sonstiger', 'Status', 'epilepticus']",G41.8
"['Status', 'epilepticus', 'nähern', 'bezeichnen']",G41.9
['Migräne'],G43
"['Migräne', 'Aura', '[', 'Migräne']",G43.0
"['Migräne', 'Aura', '[', 'Migräne']",G43.1
"['Status', 'migraen', 'osus']",G43.2
"['kompliziert', 'Migräne']",G43.3
"['Sonstige', 'Migräne']",G43.8
"['Migräne', 'nähern', 'bezeichnen']",G43.9
"['Sonstige', 'Kopf', 'Schmerz', 'Syndrome', 'Kopfschmerz', 'Schmerzsyndrome']",G44
