description,code
Sonstige näher bezeichnete Krankheiten oder Zustände in der Eigenanamnese,Z87.8
"Allergie gegenüber Arzneimitteln, Drogen oder biologisch aktiven Substanzen in der Eigenanamnese",Z88
Allergie gegenüber Penicillin in der Eigenanamnese,Z88.0
Allergie gegenüber anderen Antibiotika in der Eigenanamnese,Z88.1
Allergie gegenüber Sulfonamiden in der Eigenanamnese,Z88.2
Allergie gegenüber anderen Antiinfektiva in der Eigenanamnese,Z88.3
Allergie gegenüber Anästhetikum in der Eigenanamnese,Z88.4
Allergie gegenüber Betäubungsmittel in der Eigenanamnese,Z88.5
Allergie gegenüber Analgetikum in der Eigenanamnese,Z88.6
Allergie gegenüber Serum oder Impfstoff in der Eigenanamnese,Z88.7
"Allergie gegenüber sonstigen Arzneimitteln, Drogen oder biologisch aktiven Substanzen in der Eigenanamnese",Z88.8
"Allergie gegenüber nicht näher bezeichneten Arzneimitteln, Drogen oder biologisch aktiven Substanzen in der Eigenanamnese",Z88.9
Extremitätenverlust,Z89
"Verlust eines oder mehrerer Finger [einschließlich Daumen], einseitig",Z89.0
"Verlust der Hand und des Handgelenkes, einseitig",Z89.1
"Verlust der oberen Extremität oberhalb des Handgelenkes, einseitig",Z89.2
"(Teilweiser) Verlust der oberen Extremität, beidseitig",Z89.3
"Verlust des Fußes und des Knöchels, einseitig",Z89.4
"Verlust der unteren Extremität unterhalb oder bis zum Knie, einseitig",Z89.5
"Verlust der unteren Extremität oberhalb des Knies, einseitig",Z89.6
"(Teilweiser) Verlust der unteren Extremität, beidseitig",Z89.7
Verlust von oberen und unteren Extremitäten [jede Höhe],Z89.8
"Extremitätenverlust, nicht näher bezeichnet",Z89.9
"Verlust von Organen, anderenorts nicht klassifiziert",Z90
Verlust von Teilen des Kopfes oder des Halses,Z90.0
Verlust der Mamma(e) [Brustdrüse],Z90.1
Verlust der Lunge [Teile der Lunge],Z90.2
Verlust von Teilen des Magens,Z90.3
Verlust anderer Teile des Verdauungstraktes,Z90.4
Verlust der Niere(n),Z90.5
Verlust anderer Teile des Harntraktes,Z90.6
Verlust eines oder mehrerer Genitalorgane,Z90.7
Verlust sonstiger Organe,Z90.8
"Risikofaktoren in der Eigenanamnese, anderenorts nicht klassifiziert",Z91
"Allergie, ausgenommen Allergie gegenüber Arzneimitteln, Drogen oder biologisch aktiven Substanzen, in der Eigenanamnese",Z91.0
Nichtbefolgung ärztlicher Anordnungen [Non-compliance] in der Eigenanamnese,Z91.1
Weibliche Genitalverstümmelung in der Eigenanamnese,Z91.7
"Weibliche Genitalverstümmelung in der Eigenanamnese, Typ nicht näher bezeichnet",Z91.70
"Weibliche Genitalverstümmelung in der Eigenanamnese, Typ 1",Z91.71
"Weibliche Genitalverstümmelung in der Eigenanamnese, Typ 2",Z91.72
"Weibliche Genitalverstümmelung in der Eigenanamnese, Typ 3",Z91.73
"Weibliche Genitalverstümmelung in der Eigenanamnese, Typ 4",Z91.74
"Sonstige näher bezeichnete Risikofaktoren in der Eigenanamnese, anderenorts nicht klassifiziert",Z91.8
Medizinische Behandlung in der Eigenanamnese,Z92
Dauertherapie (gegenwärtig) mit Antikoagulanzien in der Eigenanamnese,Z92.1
Dauertherapie (gegenwärtig) mit anderen Arzneimitteln in der Eigenanamnese,Z92.2
Bestrahlung in der Eigenanamnese,Z92.3
"Größerer operativer Eingriff in der Eigenanamnese, anderenorts nicht klassifiziert",Z92.4
Zytostatische Chemotherapie wegen bösartiger Neubildung in der Eigenanamnese,Z92.6
Sonstige medizinische Behandlung in der Eigenanamnese,Z92.8
"Medizinische Behandlung, nicht näher bezeichnet, in der Eigenanamnese",Z92.9
Vorhandensein einer künstlichen Körperöffnung,Z93
Vorhandensein eines Tracheostomas,Z93.0
Vorhandensein eines Gastrostomas,Z93.1
Vorhandensein eines Ileostomas,Z93.2
Vorhandensein eines Kolostomas,Z93.3
Vorhandensein anderer künstlicher Körperöffnungen des Magen-Darm-Trakts,Z93.4
Vorhandensein eines Zystostomas,Z93.5
Vorhandensein anderer künstlicher Körperöffnungen der Harnwege,Z93.6
Vorhandensein sonstiger künstlicher Körperöffnungen,Z93.8
Vorhandensein eines Thorakostomas,Z93.80
Vorhandensein sonstiger künstlicher Körperöffnungen,Z93.88
"Vorhandensein einer künstlichen Körperöffnung, nicht näher bezeichnet",Z93.9
Zustand nach Organ- oder Gewebetransplantation,Z94
Zustand nach Nierentransplantation,Z94.0
Zustand nach Herztransplantation,Z94.1
Zustand nach Lungentransplantation,Z94.2
Zustand nach Herz-Lungen-Transplantation,Z94.3
Zustand nach Lebertransplantation,Z94.4
Zustand nach Hauttransplantation,Z94.5
Zustand nach Knochentransplantation,Z94.6
Zustand nach Keratoplastik,Z94.7
Zustand nach sonstiger Organ- oder Gewebetransplantation,Z94.8
Zustand nach hämatopoetischer Stammzelltransplantation ohne gegenwärtige Immunsuppression,Z94.80
Zustand nach hämatopoetischer Stammzelltransplantation mit gegenwärtiger Immunsuppression,Z94.81
Zustand nach sonstiger Organ- oder Gewebetransplantation,Z94.88
"Zustand nach Organ- oder Gewebetransplantation, nicht näher bezeichnet",Z94.9
Vorhandensein von kardialen oder vaskulären Implantaten oder Transplantaten,Z95
Vorhandensein eines kardialen elektronischen Geräts,Z95.0
Vorhandensein eines aortokoronaren Bypasses,Z95.1
Vorhandensein einer künstlichen Herzklappe,Z95.2
Vorhandensein einer xenogenen Herzklappe,Z95.3
Vorhandensein eines anderen Herzklappenersatzes,Z95.4
Vorhandensein eines Implantates oder Transplantates nach koronarer Gefäßplastik,Z95.5
Vorhandensein von sonstigen kardialen oder vaskulären Implantaten oder Transplantaten,Z95.8
Vorhandensein eines herzunterstützenden Systems,Z95.80
Vorhandensein eines operativ implantierten vaskulären Katheterverweilsystems,Z95.81
Vorhandensein von sonstigen kardialen oder vaskulären Implantaten oder Transplantaten,Z95.88
"Vorhandensein von kardialem oder vaskulärem Implantat oder Transplantat, nicht näher bezeichnet",Z95.9
Vorhandensein von anderen funktionellen Implantaten,Z96
Vorhandensein von urogenitalen Implantaten,Z96.0
Vorhandensein eines intraokularen Linsenimplantates,Z96.1
Vorhandensein von Implantaten im Gehörorgan,Z96.2
Vorhandensein eines künstlichen Larynx,Z96.3
Vorhandensein von endokrinen Implantaten,Z96.4
Vorhandensein von Zahnwurzel- oder Unterkieferimplantaten,Z96.5
Vorhandensein von orthopädischen Gelenkimplantaten,Z96.6
Vorhandensein einer Schulterprothese,Z96.60
Vorhandensein einer Ellenbogenprothese,Z96.61
Vorhandensein einer Radiuskopfprothese,Z96.62
Vorhandensein einer Handgelenkprothese,Z96.63
Vorhandensein einer Hüftgelenkprothese,Z96.64
Vorhandensein einer Kniegelenkprothese,Z96.65
Vorhandensein einer Sprunggelenkprothese,Z96.66
Vorhandensein einer Bandscheibenprothese,Z96.67
Vorhandensein von sonstigen näher bezeichneten orthopädischen Gelenkimplantaten,Z96.68
Vorhandensein von anderen Knochen- und Sehnenimplantaten,Z96.7
Vorhandensein von sonstigen näher bezeichneten funktionellen Implantaten,Z96.8
Vorhandensein eines Bronchialstents,Z96.80
Vorhandensein eines Trachealstents,Z96.81
Vorhandensein von sonstigen näher bezeichneten funktionellen Implantaten,Z96.88
"Vorhandensein eines funktionellen Implantates, nicht näher bezeichnet",Z96.9
Vorhandensein anderer medizinischer Geräte oder Hilfsmittel,Z97
Vorhandensein einer künstlichen Extremität (komplett) (partiell),Z97.1
Vorhandensein sonstiger und nicht näher bezeichneter medizinischer Geräte oder Hilfsmittel,Z97.8
Sonstige Zustände nach chirurgischem Eingriff,Z98
Zustand nach intestinalem Bypass oder intestinaler Anastomose,Z98.0
Zustand nach Arthrodese,Z98.1
Vorhandensein einer Drainage des Liquor cerebrospinalis,Z98.2
Sonstige näher bezeichnete Zustände nach chirurgischen Eingriffen,Z98.8
"Abhängigkeit (langzeitig) von unterstützenden Apparaten, medizinischen Geräten oder Hilfsmitteln, anderenorts nicht klassifiziert",Z99
Abhängigkeit (langzeitig) vom Aspirator,Z99.0
Abhängigkeit (langzeitig) vom Respirator,Z99.1
Langzeitige Abhängigkeit von Dialyse bei Niereninsuffizienz,Z99.2
Langzeitige Abhängigkeit vom Rollstuhl,Z99.3
Langzeitige Abhängigkeit vom Kunstherz,Z99.4
"Langzeitige Abhängigkeit von sonstigen unterstützenden Apparaten, medizinischen Geräten oder Hilfsmitteln",Z99.8
"Langzeitige Abhängigkeit von einem nicht näher bezeichneten unterstützenden Apparat, medizinischen Gerät oder Hilfsmittel",Z99.9
Hordeolum und Chalazion,H00
Hordeolum und sonstige tiefe Entzündung des Augenlides,H00.0
Chalazion,H00.1
Sonstige Entzündung des Augenlides,H01
Blepharitis,H01.0
Nichtinfektiöse Dermatosen des Augenlides,H01.1
Sonstige näher bezeichnete Entzündungen des Augenlides,H01.8
"Entzündung des Augenlides, nicht näher bezeichnet",H01.9
Sonstige Affektionen des Augenlides,H02
Entropium und Trichiasis des Augenlides,H02.0
Ektropium des Augenlides,H02.1
Lagophthalmus,H02.2
Blepharochalasis,H02.3
Ptosis des Augenlides,H02.4
Sonstige Affektionen mit Auswirkung auf die Augenlidfunktion,H02.5
Xanthelasma palpebrarum,H02.6
Sonstige degenerative Affektionen des Augenlides und der Umgebung des Auges,H02.7
Sonstige näher bezeichnete Affektionen des Augenlides,H02.8
"Affektion des Augenlides, nicht näher bezeichnet",H02.9
Affektionen des Augenlides bei anderenorts klassifizierten Krankheiten,H03
Parasitenbefall des Augenlides bei anderenorts klassifizierten Krankheiten,H03.0
Beteiligung des Augenlides bei sonstigen anderenorts klassifizierten Infektionskrankheiten,H03.1
Beteiligung des Augenlides bei sonstigen anderenorts klassifizierten Krankheiten,H03.8
Affektionen des Tränenapparates,H04
Dakryoadenitis,H04.0
Sonstige Affektionen der Tränendrüse,H04.1
Epiphora,H04.2
Akute und nicht näher bezeichnete Entzündung der Tränenwege,H04.3
Chronische Entzündung der Tränenwege,H04.4
Stenose und Insuffizienz der Tränenwege,H04.5
Sonstige Veränderungen an den Tränenwegen,H04.6
Sonstige Affektionen des Tränenapparates,H04.8
"Affektion des Tränenapparates, nicht näher bezeichnet",H04.9
Affektionen der Orbita,H05
Akute Entzündung der Orbita,H05.0
Chronische entzündliche Affektionen der Orbita,H05.1
Exophthalmus,H05.2
Deformation der Orbita,H05.3
Enophthalmus,H05.4
Verbliebener (alter) Fremdkörper nach perforierender Verletzung der Orbita,H05.5
Sonstige Affektionen der Orbita,H05.8
"Affektion der Orbita, nicht näher bezeichnet",H05.9
Affektionen des Tränenapparates und der Orbita bei anderenorts klassifizierten Krankheiten,H06
Affektionen des Tränenapparates bei anderenorts klassifizierten Krankheiten,H06.0
Parasitenbefall der Orbita bei anderenorts klassifizierten Krankheiten,H06.1
Exophthalmus bei Funktionsstörung der Schilddrüse (E05.-†),H06.2
Sonstige Affektionen der Orbita bei anderenorts klassifizierten Krankheiten,H06.3
Vorzeitige Wehen und Entbindung,O60
Vorzeitige Wehen ohne Entbindung,O60.0
Vorzeitige spontane Wehen mit vorzeitiger Entbindung,O60.1
Vorzeitige Wehen mit termingerechter Entbindung,O60.2
Vorzeitige Entbindung ohne spontane Wehen,O60.3
Misslungene Geburtseinleitung,O61
Misslungene medikamentöse Geburtseinleitung,O61.0
Misslungene instrumentelle Geburtseinleitung,O61.1
Sonstige misslungene Geburtseinleitung,O61.8
"Misslungene Geburtseinleitung, nicht näher bezeichnet",O61.9
Abnorme Wehentätigkeit,O62
Primäre Wehenschwäche,O62.0
Sekundäre Wehenschwäche,O62.1
Sonstige Wehenschwäche,O62.2
Überstürzte Geburt,O62.3
"Hypertone, unkoordinierte und anhaltende Uteruskontraktionen",O62.4
Sonstige abnorme Wehentätigkeit,O62.8
"Abnorme Wehentätigkeit, nicht näher bezeichnet",O62.9
Protrahierte Geburt,O63
Protrahiert verlaufende Eröffnungsperiode (bei der Geburt),O63.0
Protrahiert verlaufende Austreibungsperiode (bei der Geburt),O63.1
"Protrahierte Geburt des zweiten Zwillings, Drillings usw.",O63.2
"Protrahierte Geburt, nicht näher bezeichnet",O63.9
"Geburtshindernis durch Lage-, Haltungs- und Einstellungsanomalien des Fetus",O64
Geburtshindernis durch unvollständige Drehung des kindlichen Kopfes,O64.0
Geburtshindernis durch Beckenendlage,O64.1
Geburtshindernis durch Gesichtslage,O64.2
Geburtshindernis durch Stirnlage,O64.3
Geburtshindernis durch Querlage,O64.4
Geburtshindernis durch kombinierte Einstellungsanomalien,O64.5
"Geburtshindernis durch sonstige Lage-, Haltungs- und Einstellungsanomalien",O64.8
"Geburtshindernis durch Lage-, Haltungs- und Einstellungsanomalien, nicht näher bezeichnet",O64.9
Geburtshindernis durch Anomalie des mütterlichen Beckens,O65
Geburtshindernis durch Beckendeformität,O65.0
Geburtshindernis durch allgemein verengtes Becken,O65.1
Geburtshindernis durch Beckeneingangsverengung,O65.2
Geburtshindernis durch Beckenausgangsverengung und Verengung in Beckenmitte,O65.3
"Geburtshindernis durch Missverhältnis zwischen Fetus und Becken, nicht näher bezeichnet",O65.4
Geburtshindernis durch Anomalie der mütterlichen Beckenorgane,O65.5
Geburtshindernis durch sonstige Anomalien des mütterlichen Beckens,O65.8
"Geburtshindernis durch Anomalie des mütterlichen Beckens, nicht näher bezeichnet",O65.9
Sonstiges Geburtshindernis,O66
Geburtshindernis durch Schulterdystokie,O66.0
Geburtshindernis durch verhakte Zwillinge,O66.1
Geburtshindernis durch ungewöhnlich großen Fetus,O66.2
Geburtshindernis durch sonstige Anomalien des Fetus,O66.3
"Misslungener Versuch der Geburtsbeendigung, nicht näher bezeichnet",O66.4
"Misslungener Versuch einer Vakuum- oder Zangenextraktion, nicht näher bezeichnet",O66.5
Sonstiges näher bezeichnetes Geburtshindernis,O66.8
"Geburtshindernis, nicht näher bezeichnet",O66.9
"Komplikationen bei Wehen und Entbindung durch intrapartale Blutung, anderenorts nicht klassifiziert",O67
Intrapartale Blutung bei Gerinnungsstörung,O67.0
Sonstige intrapartale Blutung,O67.8
"Intrapartale Blutung, nicht näher bezeichnet",O67.9
Komplikationen bei Wehen und Entbindung durch fetalen Distress [fetal distress] [fetaler Gefahrenzustand],O68
Komplikationen bei Wehen und Entbindung durch abnorme fetale Herzfrequenz,O68.0
Komplikationen bei Wehen und Entbindung durch Mekonium im Fruchtwasser,O68.1
Komplikationen bei Wehen und Entbindung durch abnorme fetale Herzfrequenz mit Mekonium im Fruchtwasser,O68.2
"Komplikationen bei Wehen und Entbindung durch fetalen Distress, biochemisch nachgewiesen",O68.3
"Komplikationen bei Wehen und Entbindung durch fetalen Distress, mittels anderer Untersuchungsmethoden nachgewiesen",O68.8
"Komplikation bei Wehen und Entbindung durch fetalen Distress, nicht näher bezeichnet",O68.9
Komplikationen bei Wehen und Entbindung durch Nabelschnurkomplikationen,O69
Komplikationen bei Wehen und Entbindung durch Nabelschnurvorfall,O69.0
Komplikationen bei Wehen und Entbindung durch Nabelschnurumschlingung des Halses mit Kompression der Nabelschnur,O69.1
"Komplikationen bei Wehen und Entbindung durch sonstige Nabelschnurverschlingung, mit Kompression",O69.2
Komplikationen bei Wehen und Entbindung durch zu kurze Nabelschnur,O69.3
Komplikationen bei Wehen und Entbindung durch Vasa praevia,O69.4
Komplikationen bei Wehen und Entbindung durch Gefäßverletzung der Nabelschnur,O69.5
Komplikationen bei Wehen und Entbindung durch sonstige Nabelschnurkomplikationen,O69.8
"Komplikation bei Wehen und Entbindung durch Nabelschnurkomplikation, nicht näher bezeichnet",O69.9
Dammriss unter der Geburt,O70
Dammriss 1. Grades unter der Geburt,O70.0
Dammriss 2. Grades unter der Geburt,O70.1
Dammriss 3. Grades unter der Geburt,O70.2
Dammriss 4. Grades unter der Geburt,O70.3
"Dammriss unter der Geburt, nicht näher bezeichnet",O70.9
Sonstige Verletzungen unter der Geburt,O71
Uterusruptur vor Wehenbeginn,O71.0
Uterusruptur während der Geburt,O71.1
"Inversio uteri, postpartal",O71.2
Zervixriss unter der Geburt,O71.3
Hoher Scheidenriss unter der Geburt,O71.4
Sonstige Verletzung von Beckenorganen unter der Geburt,O71.5
Schädigung von Beckengelenken und -bändern unter der Geburt,O71.6
Beckenhämatom unter der Geburt,O71.7
Sonstige näher bezeichnete Verletzungen unter der Geburt,O71.8
"Verletzung unter der Geburt, nicht näher bezeichnet",O71.9
Postpartale Blutung,O72
Blutung in der Nachgeburtsperiode,O72.0
Sonstige unmittelbar postpartal auftretende Blutung,O72.1
Spätblutung und späte Nachgeburtsblutung,O72.2
Postpartale Gerinnungsstörungen,O72.3
Retention der Plazenta und der Eihäute ohne Blutung,O73
Retention der Plazenta ohne Blutung,O73.0
Retention von Plazenta- oder Eihautresten ohne Blutung,O73.1
Komplikationen bei Anästhesie während der Wehentätigkeit und bei der Entbindung,O74
Aspirationspneumonie durch Anästhesie während der Wehentätigkeit und bei der Entbindung,O74.0
Sonstige pulmonale Komplikationen bei Anästhesie während der Wehentätigkeit und bei der Entbindung,O74.1
Kardiale Komplikationen bei Anästhesie während der Wehentätigkeit und bei der Entbindung,O74.2
Komplikationen des Zentralnervensystems bei Anästhesie während der Wehentätigkeit und bei der Entbindung,O74.3
Toxische Reaktion auf Lokalanästhesie während der Wehentätigkeit und bei der Entbindung,O74.4
Kopfschmerzen nach Spinal- oder Periduralanästhesie während der Wehentätigkeit und bei der Entbindung,O74.5
Sonstige Komplikationen bei Spinal- oder Periduralanästhesie während der Wehentätigkeit und bei der Entbindung,O74.6
Misslingen oder Schwierigkeiten bei der Intubation während der Wehentätigkeit und bei der Entbindung,O74.7
Sonstige Komplikationen bei Anästhesie während der Wehentätigkeit und bei der Entbindung,O74.8
